workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,meaning_type,form_type,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
132,condition1,8.651,,4,gram,2.055,,,,0.99,"At work everyday, the artist listens to music",,,10.82,0.99,,gram5,2350.116,The artist listens to music at work every day.,42,,
132,condition1,5.917,,4,agreement,4.283,,,,0.99,In the diner they devoured the burgers,A,Ad,8.674,0.98,,agr3,2371.648,The burger were devoured quickly by the diner.,43,,
132,condition1,9.764,,4,subj_island,2.006,,,,0.97,What collection impressed the curaters?,B,Bc,11.264,0.73,,subj1,2390.527,What did a collection of impress the curators?,44,,
132,condition1,10.821,,5,NPI,2.197,,,,0.99,on the hospital bed the patient did anything,G,Ge,10.585,0.99,,NPI5,2413.565,The patient did anything on the hospital bed.,45,,
132,condition1,4.83,,5,agreement,2.309,,,,0.99,The movie scared the child,B,Bd,6.421,0.99,,agr4,2437.172,The child were scared by the movie.,46,,
132,condition1,7.182,,5,subj_island,2.439,,,,0.94,What painting got stolen?,B,Bc,9.152,0.71,,subj2,2450.737,What did a painting of get stolen?,47,,
132,condition1,18.134,,5,gram,9.202,,,,0.99,The defendant's name was on the court case.,,,13.651,0.99,,gram2,2469.515,The report on the court case mentioned the defendant's name.,48,,
132,condition1,7.945,,5,subcat,2.548,,,,0.99,The policeman relied on his instincts to catch the theif.,A,Aa,17.605,0.85,,sub1,2510.506,The policeman relied for his instincts to catch the thief.,49,,
132,condition1,34.926,,5,adj_island,3.453,,,,0.05,What did the waiter set as the table to get the housewife's praise?,L,Lb,16.101,0.19,,adj5,2538.608,What did the waiter set the table because the housewife praised?,50,,
132,condition1,20.119,,5,binding,2.334,,,,0.93,The butler claimed that the widow reprimanded him,A,Aa,2.973,0.83,,bind3,2593.093,The butler claimed that the widow reprimanded himself.,51,,
132,condition1,29.322,,5,ungram,2.156,,,,0.12,who are the officials activist claim to have been bribed?,,,13.748,0.34,,ungram2,2618.523,Do activists bribed claim officials the that the who ?,52,,
132,condition1,4.39,,5,LBC,1.68,,,,0.93,how many cookies did you see in the jar?,A,Aa,8.319,0.67,,LBC1,2663.753,How many did you see cookies in the jar?,53,,
132,condition1,4.471,,5,CSC,3.091,,,,0.64,What else did the farmer harvest besides corn?,A,Ae,11.952,0.6,,CSC1,2678.147,What did the farmer harvest corn and?,54,,
132,condition1,3.999,,5,head_dir,2.564,,,,0.69,The citizens voted on a new bill.,A,Aa,7.151,0.49,,head5,2697.666,The citizens the new bill voted on.,55,,
39,condition1,7.225,0.92,practice,practice_good,11.839,,practice_good,,0.96,,,,31.727,,,,59.302,,0,0,
39,condition1,10.556,,practice,,4.136,,practice_mid,practice_mid,0.18,,,,10.928,,0.06,,110.097,,0,0,
39,condition1,12.012,,practice,,4.543,,practice_bad,practice_bad,0.01,,,,12.921,,0,,135.721,,0,0,
39,condition1,15.557,,1,ungram,10.152,,,,0.1,"Special commander, what was the spy doing?",,,16.64,0.07,,ungram3,176.207,Special commander does spy the initiated the what believe that ?,1,,
39,condition1,7.54,,1,NPI,4.088,,,,0.89,Anyone in the class was liked by the student,G,Gf,14.04,0.93,,NPI2,218.56,The student liked anyone in her class.,2,,
39,condition1,10.652,,1,CSC,3.569,,,,0.63,"Who does the critic dislike, the actor and who else?",A,Ao,16.807,0.32,,CSC2,244.231,Who does the critic dislike the actor and?,3,,
39,condition1,25.558,,1,agreement,9.056,,,,0.75,The parents scolded the students,A,Ab,7.736,0.62,,agr2,275.261,The student were reprimanded by the parents.,4,,
39,condition1,13.845,,1,head_dir,4.263,,,,0.74,The boy plays video games everyday,A,Aa,10.52,0.22,,head3,317.614,The boy video games plays every day.,5,,
39,condition1,11.533,,1,binding,9.176,,,,0.81,The mailman saw that the actor greeted him,A,Aa,9.176,0.32,,bind5,346.245,The mailman saw that the actress greeted himself.,6,,
39,condition1,7.941,,1,subj_island,3.648,,,,0.82,What painting got stolen?,B,Bc,7.559,0.29,,subj2,376.133,What did a painting of get stolen?,7,,
39,condition1,30.933,,1,adj_island,9.016,,,,0.33,Did a student attend lecture because the professor recommended they do so?,B,Bg,18.656,0.14,,adj1,395.284,What did the student attend lecture because a professor recommended?,8,,
39,condition1,6.901,,1,LBC,1.895,,,,0.9,How many pills do you take in a day,A,Aa,6.281,0.18,,LBC2,453.892,How many do you take pills in a day?,9,,
39,condition1,7.717,,1,gram,5.664,,,,0.8,"Of the actors, which does the brother like and the sister hate",,,12.96,0.82,,gram3,468.972,Which actor does the brother like and the sister hate?,10,,
39,condition1,6.821,,1,subcat,3.664,,,,0.87,The bride insisted on having this venue for her wedding,A,Aa,10.015,0.71,,sub4,495.316,The bride insisted for this venue for her wedding.,11,,
39,condition1,53.229,,2,ungram,13.695,,,,0.08,What does the lead pianist think they can practice?,,,10.304,0.12,,ungram5,515.819,Lead pianist to what claim the does believe that can practice ?,12,,
39,condition1,6.527,,2,binding,3.488,,,,0.87,the duchess heard that the king liked her,A,Aa,11.079,0.54,,bind2,593.049,The duchess heard that the king liked herself.,13,,
39,condition1,4.83,,2,CSC,2.424,,,,0.87,The boy purchased milk and what else?,A,Aa,6.688,0.88,,CSC4,614.146,What did the boy purchase milk and?,14,,
39,condition1,6.596,,2,adj_island,2.929,,,,0.88,Did the chef do the housework because the maid was injured?,C,Cb,9.559,0.18,,adj3,628.091,What did the chef do housework because the maid injured?,15,,
39,condition1,4.461,,2,LBC,2.656,,,,0.94,How many dogs did they see at the park?,A,Aa,9.048,0.28,,LBC4,647.178,How many did they see dogs at the park?,16,,
39,condition1,4.31,,2,NPI,7.864,,,,0.96,"During the investigation, anyone was accused by the detective",G,Ge,12.104,0.82,,NPI4,663.345,The detective accused anyone during his investigation.,17,,
39,condition1,5.749,,2,head_dir,3.744,,,,0.56,The citizens voted on this new bill,A,Aa,7.24,0.19,,head5,687.626,The citizens the new bill voted on.,18,,
39,condition1,7.358,,2,subj_island,7.455,,,,0.07,"In the diner, which meal was disgusting?",B,Bj,13.096,0.09,,subj4,704.362,What did a meal of disgust the diner?,19,,
39,condition1,5.324,,2,subcat,3.36,,,,0.92,"When deciding where to go on vacation, the family compromised",A,Ah,11.088,0.75,,sub5,732.275,The family compromised for where to go for vacation.,20,,
39,condition1,7.212,,2,agreement,5.072,,,,0.46,Those at the diner devoured the burger,B,Bh,7.792,0.12,,agr3,752.05,The burger were devoured quickly by the diner.,21,,
39,condition1,8.302,,2,gram,4.28,,,,0.94,The patient knew that he was disliked by the receptionist,,,10.592,0.96,,gram1,772.128,The patient knew that the receptionist disliked him.,22,,
39,condition1,9.061,,3,ungram,7.432,,,,0.02,Do activists that were bribed claim...,,,8.568,0.04,,ungram2,795.305,Do activists bribed claim officials the that the who ?,23,,
39,condition1,6.221,,3,head_dir,2.586,,,,0.1,The child ate the chocolate cake,A,Aa,6.831,0.05,,head1,820.368,The child surely the chocolate cake ate.,24,,
39,condition1,6.141,,3,agreement,2.567,,,,0.91,The children were scared by the movie,A,Aa,19.272,0.2,,agr4,836.009,The child were scared by the movie.,25,,
39,condition1,6.687,,3,NPI,5.839,,,,0.41,The patient did anything they wanted on their bed,F,Fc,10.361,0.33,,NPI5,863.991,The patient did anything on the hospital bed.,26,,
39,condition1,7.236,,3,subcat,2.64,,,,0.83,"For dinner, the group decided to go to a restaurant",C,Cc,9.696,0.43,,sub2,886.881,The group decided for a restaurant for dinner.,27,,
39,condition1,6.334,,3,LBC,2.072,,,,0.88,How many books did you fit in your locker?,A,Aa,8.009,0.36,,LBC5,906.455,How many did you fit in your locker books?,28,,
39,condition1,5.269,,3,subj_island,2.616,,,,0.28,Which collection impressed the curators?,B,Bg,8.368,0.13,,subj1,922.872,What did a collection of impress the curators?,29,,
39,condition1,4.446,,3,gram,2.176,,,,0.98,The cashier didn't see anyone in the store,,,7.52,0.99,,gram4,939.127,The cashier didn't see anyone at the store.,30,,
39,condition1,5.413,,3,CSC,2.368,,,,0.77,The captain brought a map and what else?,A,Aa,8.512,0.62,,CSC3,953.272,What did the captain bring a map and?,31,,
39,condition1,6.517,,3,binding,2.504,,,,0.62,The man accepted that the waitress didn't like him,A,Aa,9.72,0.18,,bind4,969.568,The gentleman accepted that the waitress disliked himself.,32,,
39,condition1,7.099,,3,adj_island,2.089,,,,0.32,Did the fugitive run away because her accomplice was recognized?,C,Cb,12.208,0.21,,adj4,988.312,What did the fugitive run away because her accomplice recognized?,33,,
39,condition1,4.637,,4,agreement,1.944,,,,0.89,The host invited the clown to the party,B,Bd,6.648,0.29,,agr1,1009.711,The clown were invited to the party by the host.,34,,
39,condition1,6.87,,4,LBC,1.319,,,,0.97,How many books do you read in a year?,A,Aa,9.84,0.26,,LBC3,1022.943,How many do you read books in a year?,35,,
39,condition1,28.621,,4,subj_island,3.504,,,,0.66,Which exhibit angered the citizens?,B,Bg,7.072,0.16,,subj5,1040.975,What did an exhibit of anger the citizens?,36,,
39,condition1,6.381,,4,subcat,6,,,,0.68,"To catch the thief, the policeman relied on his instancts",A,Aa,14.079,0.3,,sub1,1080.175,The policeman relied for his instincts to catch the thief.,37,,
39,condition1,6.511,,4,head_dir,1.847,,,,0.79,The tourist visited her favorite restaurant,A,Aa,8.777,0.22,,head4,1106.637,The tourist her favorite restaurant visited.,38,,
39,condition1,6.005,,4,binding,3.128,,,,0.83,The bride thinks that the groom saw her,A,Aa,7.519,0.25,,bind1,1123.775,The bride thinks that the groom saw herself.,39,,
39,condition1,75.197,,4,gram,1.776,,,,0.86,"Everyday at work, the artist listened to music",,,13.079,0.84,,gram5,1140.43,The artist listens to music at work every day.,40,,
39,condition1,6.455,,4,adj_island,4.096,,,,0.09,Did the waiter set the table to get praise from the housewife?,R,Ra,10.976,0.17,,adj5,1230.484,What did the waiter set the table because the housewife praised?,41,,
39,condition1,6.677,,4,ungram,4.464,,,,0.06,Does the mechanic believe that power can fuel what?,,,11.088,0.03,,ungram1,1252.014,Mechanic the that can power biofuel the does believe what ?,42,,
39,condition1,4.013,,4,CSC,1.184,,,,0.88,The farmer harvested corn and what else?,A,Aa,8.864,0.86,,CSC1,1274.246,What did the farmer harvest corn and?,43,,
39,condition1,3.069,,4,NPI,3.719,,,,0.77,The teacher wrote down anything on the white board,G,Ga,9.209,0.8,,NPI3,1288.31,The teacher wrote anything on the whiteboard.,44,,
39,condition1,7.181,,5,agreement,3.264,,,,0.89,The public chased the performer off stage,B,Bd,19.551,0.37,,agr5,1304.31,The performer were chased off stage by the public.,45,,
39,condition1,6.012,,5,CSC,3.184,,,,0.91,The woman listens to the beetles and what else?,A,Aa,13.217,0.62,,CSC5,1334.31,Who does the woman listen to the Beatles and?,46,,
39,condition1,4.765,,5,subj_island,1.824,,,,0.22,Was the receiptant pleased by the gift?,C,Cc,19.164,0.19,,subj3,1356.725,What did a gift of please the recipient?,47,,
39,condition1,4.565,,5,head_dir,2,,,,0.85,The kitten drank all of the milk,A,Aa,5.929,0.19,,head2,1382.481,The kitten all of the milk drank.,48,,
39,condition1,5.773,,5,gram,1.976,,,,0.85,The defendant's name was mentioned on the report of the court case,,,16.656,0.85,,gram2,1394.977,The report on the court case mentioned the defendant's name.,49,,
39,condition1,5.381,,5,binding,2.96,,,,0.88,The butler claimed that the widow gave him a scolding,A,Ai,15.127,0.32,,bind3,1419.385,The butler claimed that the widow reprimanded himself.,50,,
39,condition1,3.469,,5,LBC,2.344,,,,0.57,How many cookies did you see in the jar?,A,Aa,8.736,0.22,,LBC1,1442.856,How many did you see cookies in the jar?,51,,
39,condition1,3.733,,5,ungram,2.656,,,,0.08,Who does the detective believe used poison to kill?,,,13.991,0.21,,ungram4,1457.408,Believe the does killed claim that who detective the poison ?,52,,
39,condition1,4.694,,5,NPI,4.032,,,,0.58,The spy saw everything yesterday,A,Aa,10.464,0.6,,NPI1,1477.791,The spy saw anything yesterday.,53,,
39,condition1,3.594,,5,adj_island,2.496,,,,0.56,Did the sculptor leave the room because the assistant insulted him?,B,Ba,12.768,0.23,,adj2,1496.984,What did the sculptor leave the room because the assistant insulted?,54,,
39,condition1,4.005,,5,subcat,1.744,,,,0.9,The committee agreed on the budget for the park,A,Aa,11.335,0.8,,sub3,1515.845,The committee agreed for the budget for the park.,55,,
139,condition1,17.524,1,practice,practice_good,7.865,,practice_good,,1,,,,40.966,,,,70.851,,0,0,
139,condition1,32.095,,practice,,12.833,,practice_mid,practice_mid,0.94,,,,51.584,,0.12,,137.211,,0,0,
139,condition1,23.528,,practice,,2.717,,practice_bad,practice_bad,0,,,,34.933,,0,,233.728,,0,0,
139,condition1,46.126,,1,ungram,5.467,,,,0,Who poisoned and killed the detective that believes the claim?,,,50.918,0,,ungram4,317.714,Believe the does killed claim that who detective the poison ?,1,,
139,condition1,12.093,,1,LBC,2.999,,,,1,How many books do you read in a year?,A,Aa,11.818,0.18,,LBC3,420.231,How many do you read books in a year?,2,,
139,condition1,11.812,,1,binding,4.051,,,,1,The gentleman accepted that the waitress disliked him.,A,Aa,16.549,0.38,,bind4,447.145,The gentleman accepted that the waitress disliked himself.,3,,
139,condition1,20.847,,1,subcat,3.585,,,,1,The committee agreed with the budget for the park.,B,Bc,14.298,0.56,,sub3,479.56,The committee agreed for the budget for the park.,4,,
139,condition1,12.115,,1,agreement,4.633,,,,1,The performers were chased off stage by the public.,A,Aa,12.535,0.49,,agr5,518.293,The performer were chased off stage by the public.,5,,
139,condition1,8.777,,1,head_dir,1.984,,,,1,The child surely ate the chocolate cake.,A,Aa,15.933,0.6,,head1,547.581,The child surely the chocolate cake ate.,6,,
139,condition1,17.712,,1,CSC,3.583,,,,1,What did the farmer harvest other than corn?,A,Af,18.269,0.37,,CSC1,574.279,What did the farmer harvest corn and?,7,,
139,condition1,10.079,,1,gram,6.465,,,,1,Why didn't the cashier see anyone at the store?,,,12.669,1,,gram4,613.847,The cashier didn't see anyone at the store.,8,,
139,condition1,21.944,,1,subj_island,5.099,,,,0.4,Why was a painting stolen?,F,Fa,19.217,0.26,,subj2,643.065,What did a painting of get stolen?,9,,
139,condition1,8.912,,1,NPI,2.783,,,,1,The detective accused someone during his investigation.,B,Ba,12.917,0.54,,NPI4,689.33,The detective accused anyone during his investigation.,10,,
139,condition1,35.145,,1,adj_island,14.833,,,,0.76,Why did the housewife's praise cause the waiter to set the table?,M,Mb,45.801,0.37,,adj5,713.948,What did the waiter set the table because the housewife praised?,11,,
139,condition1,16.244,,2,adj_island,7.266,,,,0.25,What about the lecture that the professor recommended caused the student to attend?,S,Sa,25.301,0.29,,adj1,809.732,What did the student attend lecture because a professor recommended?,12,,
139,condition1,5.564,,2,NPI,3.084,,,,1,The patient did something on the hospital bed.,B,Ba,11.765,0.55,,NPI5,858.546,The patient did anything on the hospital bed.,13,,
139,condition1,6.378,,2,agreement,2.7,,,,1,The diners devoured the burgers quickly.,A,Ab,18.534,0.49,,agr3,878.965,The burger were devoured quickly by the diner.,14,,
139,condition1,5.612,,2,subcat,2.1,,,,1,The group decided on a restaurant for dinner.,A,Aa,12.5,0.49,,sub2,906.581,The group decided for a restaurant for dinner.,15,,
139,condition1,20.93,,2,head_dir,2.116,,,,1,The citizens voted on the new bill.,A,Aa,7.317,0.51,,head5,926.797,The citizens the new bill voted on.,16,,
139,condition1,6.312,,2,subj_island,5.717,,,,0.43,What was in the collection that impressed the curators?,A,Al,16.819,0.39,,subj1,957.164,What did a collection of impress the curators?,17,,
139,condition1,8.925,,2,ungram,5.969,,,,0,What does the initiated spy believe that the special commander did?,,,16.698,0,,ungram3,986.017,Special commander does spy the initiated the what believe that ?,18,,
139,condition1,4.081,,2,gram,3.9,,,,1,"Every day, the artist listens to music at work.",,,34.319,1,,gram5,1017.612,The artist listens to music at work every day.,19,,
139,condition1,14.744,,2,CSC,3.649,,,,1,Who does the woman listen to other than the Beatles?,A,Af,10.051,0.27,,CSC5,1059.917,Who does the woman listen to the Beatles and?,20,,
139,condition1,8.895,,2,LBC,2.635,,,,1,How many pills do you take in a day.,A,Aa,7.033,0.4,,LBC2,1088.365,How many do you take pills in a day?,21,,
139,condition1,5.562,,2,binding,2.416,,,,1,The butler claimed that the widow reprimanded him.,A,Aa,15.684,0.55,,bind3,1106.932,The butler claimed that the widow reprimanded himself.,22,,
