workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
92,condition1,6.593,,3,ungram,2.551,,,,0.01,The lead pianist claims that they practice.,10.036,0.02,,ungram5,639.144,Lead pianist to what claim the does believe that can practice ?,25,,
92,condition1,7.417,,3,LBC,8.071,,,,0,How many items did you put in your books.,7.964,0.49,,LBC5,658.326,How many did you fit in your locker books?,26,,
92,condition1,3.925,,3,CSC,2.317,,,,0.87,The captain brought the map and what?,7.249,0.04,,CSC3,681.78,What did the captain bring a map and?,27,,
92,condition1,6.365,,3,NPI,2.184,,,,0.19,The patient did everything on the hospital bed.,9.401,0.02,,NPI5,695.273,The patient did anything on the hospital bed.,28,,
92,condition1,11.396,,3,adj_island,10.833,,,,0.19,Did the fugitive run away because her accomplice recognized?,8.518,0.27,,adj4,713.225,What did the fugitive run away because her accomplice recognized?,29,,
92,condition1,7.353,,3,head_dir,3.784,,,,0.74,The boy plays video games everyday.,9.012,0,,head3,743.973,The boy video games plays every day.,30,,
92,condition1,8.699,,3,gram,6.249,,,,0.99,The case mentioned the defendant's name.,9.05,0.98,,gram2,764.124,The report on the court case mentioned the defendant's name.,31,,
92,condition1,9.814,,3,binding,5.75,,,,0.67,The butler claimed that the widow reprimanded him.,3.752,0.24,,bind3,788.124,The butler claimed that the widow reprimanded himself.,32,,
92,condition1,6.014,,3,subj_island,4.584,,,,0.03,A painting of what was stolen?,10.516,0.05,,subj2,807.442,What did a painting of get stolen?,33,,
92,condition1,4.631,,4,NPI,3.685,,,,0.77,The student liked everyone in her class.,7.284,0,,NPI2,828.558,The student liked anyone in her class.,34,,
92,condition1,6.846,,4,adj_island,5.382,,,,0.11,What house work did the chef do since the maid was sick?,11.435,0.01,,adj3,844.16,What did the chef do housework because the maid injured?,35,,
92,condition1,6.366,,4,agreement,3.201,,,,0.94,The performers were chased off stage by the public.,3.434,0.02,,agr5,867.824,The performer were chased off stage by the public.,36,,
92,condition1,3.797,,4,LBC,2.318,,,,0.84,How many pills do you take a day?,6.899,0.02,,LBC2,880.827,How many do you take pills in a day?,37,,
92,condition1,9.102,,4,subcat,3.166,,,,0.82,The committee agreed on the budget for the park.,5.613,0.06,,sub3,893.842,The committee agreed for the budget for the park.,38,,
92,condition1,6.986,,4,subj_island,3.452,,,,0.32,What gift pleased the recipient?,5.929,0.01,,subj3,911.725,What did a gift of please the recipient?,39,,
92,condition1,4.147,,4,gram,3.052,,,,0.99,"Everyday, the artist listens to music.",9.384,0.98,,gram5,928.094,The artist listens to music at work every day.,40,,
92,condition1,8.83,,4,head_dir,3.25,,,,0.12,The chocolate cake ate the child surely.,10.683,0.01,,head1,944.678,The child surely the chocolate cake ate.,41,,
92,condition1,6.781,,4,CSC,3.967,,,,0.16,The boy purchased milk and what else?,8.383,0.01,,CSC4,967.443,What did the boy purchase milk and?,42,,
92,condition1,6.356,,4,binding,6.442,,,,0.7,The mailman saw that the actress greeted him.,4.848,0.03,,bind5,986.576,The mailman saw that the actress greeted himself.,43,,
92,condition1,5.983,,4,ungram,3.732,,,,0,The mechanic believes the biofuel does what?,9.67,0.01,,ungram1,1004.224,Mechanic the that can power biofuel the does believe what ?,44,,
92,condition1,6.247,,5,agreement,4.447,,,,0.88,The students were reprimanded by the parents.,3.055,0,,agr2,1023.611,The student were reprimanded by the parents.,45,,
92,condition1,7.216,,5,LBC,5.149,,,,0.82,How many cookies did you see in the jar?,5.647,0.07,,LBC1,1037.362,How many did you see cookies in the jar?,46,,
92,condition1,5.465,,5,subcat,2.87,,,,0.82,The bride insisted on this venue for her wedding.,6.334,0.01,,sub4,1055.376,The bride insisted for this venue for her wedding.,47,,
92,condition1,9.28,,5,subj_island,2.601,,,,0,Who exibited the anger of citizens?,10.751,0.02,,subj5,1070.046,What did an exhibit of anger the citizens?,48,,
92,condition1,5.378,,5,gram,2.601,,,,1,The patient knew they were disliked by the receptionist.,10.002,0.99,,gram1,1092.68,The patient knew that the receptionist disliked him.,49,,
92,condition1,7.44,,5,ungram,3.2,,,,0.08,Do activists claim that officials were bribed?,10.274,0.02,,ungram2,1110.662,Do activists bribed claim officials the that the who ?,50,,
92,condition1,6.099,,5,head_dir,3.865,,,,0.86,The kitten drank all of the milk.,7.368,0.01,,head2,1131.577,The kitten all of the milk drank.,51,,
92,condition1,4.699,,5,NPI,5,,,,0.2,The teacher wrote everything on the whiteboard.,7.25,0.03,,NPI3,1148.91,The teacher wrote anything on the whiteboard.,52,,
92,condition1,8.499,,5,CSC,3.796,,,,0.64,The woman listens to the Beatles and who?,9.588,0,,CSC5,1165.861,Who does the woman listen to the Beatles and?,53,,
92,condition1,11.747,,5,adj_island,3.418,,,,0.12,What class did the student attend lecture since the professor recommended it?,14.6,0,,adj1,1187.746,What did the student attend lecture because a professor recommended?,54,,
92,condition1,8.098,,5,binding,4.067,,,,0.81,The gentleman accepted that the waitress disliked him.,4.766,0.07,,bind4,1217.513,The gentleman accepted that the waitress disliked himself.,55,,
101,condition1,6.642,0.94,practice,practice_good,6.233,,practice_good,,0.96,,22.599,,,,50.039,,0,0,
101,condition1,13.227,,practice,,4.196,,practice_mid,practice_mid,0.62,,40.153,,0.33,,85.519,,0,0,
101,condition1,16.729,,practice,,2.167,,practice_bad,practice_bad,0.2,,32.149,,0.04,,143.1,,0,0,
101,condition1,11.776,,1,CSC,3.583,,,,0.73,"I remember the critic disliked the actor, but was there anyone else he also disliked?",26.801,0.35,,CSC2,200.901,Who does the critic dislike the actor and?,1,,
101,condition1,13.94,,1,ungram,2.294,,,,0.09,Does the special commander spy on the initiated who believe that?,11.257,0.1,,ungram3,243.069,Special commander does spy the initiated the what believe that ?,2,,
101,condition1,12.78,,1,subj_island,4.35,,,,0.45,The curators were impressed by a collection of what?,7.4,0.35,,subj1,270.564,What did a collection of impress the curators?,3,,
101,condition1,7.812,,1,agreement,1.516,,,,0.81,The child was scared by the movie.,5.702,0.4,,agr4,295.099,The child were scared by the movie.,4,,
101,condition1,5.978,,1,head_dir,2.934,,,,0.72,The boy plays video games every day,5.134,0.32,,head3,310.133,The boy video games plays every day.,5,,
101,condition1,13.429,,1,adj_island,3.585,,,,0.55,Did the chef do housework because the maid is injured?,8.147,0.39,,adj3,324.184,What did the chef do housework because the maid injured?,6,,
101,condition1,11.395,,1,gram,2.318,,,,0.91,Which actor does the brother like but the sister hate.,12.2,0.83,,gram3,349.35,Which actor does the brother like and the sister hate?,7,,
101,condition1,11.36,,1,LBC,1.319,,,,0.79,How many pills do you take in a day?,5.966,0.3,,LBC2,375.267,How many do you take pills in a day?,8,,
101,condition1,10.611,,1,binding,6.765,,,,0.72,The (i forget the subject) claimed the widow reprimanded him.,16.901,0.33,,bind3,393.917,The butler claimed that the widow reprimanded himself.,9,,
101,condition1,10.245,,1,subcat,1.169,,,,0.89,The group decided on a restaurant for dinner.,6.9,0.49,,sub2,428.199,The group decided for a restaurant for dinner.,10,,
101,condition1,9.628,,1,NPI,2.198,,,,0.4,Did the spy see anything yesterday?,20.053,0.34,,NPI1,446.518,The spy saw anything yesterday.,11,,
101,condition1,9.427,,2,ungram,1.833,,,,0.56,The mechanic that can power biofuel believes what?,7.484,0.3,,ungram1,478.403,Mechanic the that can power biofuel the does believe what ?,12,,
101,condition1,8.663,,2,subj_island,3.182,,,,0.86,What did the stolen painting depict?,21.834,0.41,,subj2,497.151,What did a painting of get stolen?,13,,
101,condition1,18.764,,2,binding,1.583,,,,0.32,The mailman saw the actress greet him.,6.182,0.38,,bind5,530.834,The mailman saw that the actress greeted himself.,14,,
101,condition1,11.129,,2,agreement,3.034,,,,0.61,The burgers were devoured quickly by the diner.,9.583,0.48,,agr3,557.368,The burger were devoured quickly by the diner.,15,,
101,condition1,13.946,,2,NPI,6.203,,,,0.47,The detective accused someone during his investigation.,8.948,0.47,,NPI4,581.118,The detective accused anyone during his investigation.,16,,
101,condition1,13.295,,2,adj_island,11.601,,,,0.6,Did the fugitive run away because her accomplice recognized somebody?,14.599,0.35,,adj4,610.219,What did the fugitive run away because her accomplice recognized?,17,,
101,condition1,6.83,,2,subcat,2.45,,,,0.76,The policeman relied on his instincts to catch the thief.,9.616,0.51,,sub1,649.718,The policeman relied for his instincts to catch the thief.,18,,
101,condition1,6.178,,2,CSC,3.182,,,,0.78,What did the farmer harvest apart from corn?,18.051,0.5,,CSC1,668.619,What did the farmer harvest corn and?,19,,
101,condition1,13.278,,2,head_dir,2.335,,,,0.8,The citizens voted on a new bill.,7.366,0.37,,head5,696.036,The citizens the new bill voted on.,20,,
101,condition1,8.195,,2,gram,2.832,,,,0.95,"Everyday, the artist listens to music when they're at work.",10.134,0.95,,gram5,719.02,The artist listens to music at work every day.,21,,
101,condition1,5.928,,2,LBC,40.3,,,,0.92,How many dogs did they see at the park?,7.316,0.43,,LBC4,740.187,How many did they see dogs at the park?,22,,
101,condition1,4.711,,3,gram,2.001,,,,0.95,The cashier didn't see anyone at the store.,6.982,0.97,,gram4,793.738,The cashier didn't see anyone at the store.,23,,
101,condition1,6.776,,3,head_dir,3.134,,,,0.9,The tourist visited her favorite restaurant.,7.667,0.41,,head4,807.437,The tourist her favorite restaurant visited.,24,,
101,condition1,20.128,,3,binding,3.384,,,,0.79,The bride thinks that the groom saw her.,6.183,0.61,,bind1,825.019,The bride thinks that the groom saw herself.,25,,
101,condition1,5.963,,3,CSC,3.087,,,,0.78,"Apart from the map, what did the captain bring?",10.482,0.43,,CSC3,854.718,What did the captain bring a map and?,26,,
101,condition1,12.627,,3,adj_island,1.684,,,,0.56,Did the waiter set the table because the housewife praised him?,9.715,0.39,,adj5,874.254,What did the waiter set the table because the housewife praised?,27,,
101,condition1,10.361,,3,subj_island,5.666,,,,0.74,What was in the exhibit that angered the citizens?,16.069,0.51,,subj5,898.285,What did an exhibit of anger the citizens?,28,,
101,condition1,28.679,,3,ungram,1.268,,,,0.2,What do the activists who bribed the officials claim?,9.399,0.18,,ungram2,930.385,Do activists bribed claim officials the that the who ?,29,,
101,condition1,4.86,,3,subcat,21.516,,,,0.85,The committee agreed on a budget for the park.,9.05,0.67,,sub3,969.737,The committee agreed for the budget for the park.,30,,
101,condition1,4.513,,3,NPI,2.299,,,,0.54,The student liked someone in her class,7.817,0.36,,NPI2,1005.168,The student liked anyone in her class.,31,,
101,condition1,6.462,,3,agreement,2.551,,,,0.84,The clown was invited to the party by the host.,6.266,0.57,,agr1,1019.801,The clown were invited to the party by the host.,32,,
101,condition1,5.729,,3,LBC,2.18,,,,0.76,How many books do you read in a year.,5.819,0.52,,LBC3,1035.085,How many do you read books in a year?,33,,
101,condition1,4.095,,4,CSC,2.033,,,,0.71,What did the boy purchase in addition to milk?,8.718,0.49,,CSC4,1048.818,What did the boy purchase milk and?,34,,
101,condition1,5.963,,4,LBC,2.418,,,,0.76,How many cookies did you see in the jar?,6.348,0.42,,LBC1,1063.669,How many did you see cookies in the jar?,35,,
101,condition1,9.496,,4,gram,2.419,,,,0.85,The patient knew that the receptionist disliked him.,8.097,0.95,,gram1,1078.403,The patient knew that the receptionist disliked him.,36,,
101,condition1,7.977,,4,agreement,3.999,,,,0.68,The students were reprimanded by the parents.,8.033,0.53,,agr2,1098.421,The student were reprimanded by the parents.,37,,
101,condition1,6.43,,4,subcat,2.749,,,,0.85,The family compromised on where to go for vacation.,9.1,0.63,,sub5,1118.434,The family compromised for where to go for vacation.,38,,
101,condition1,10.631,,4,subj_island,5.766,,,,0.78,What meal was the diner disgusted by?,14.434,0.41,,subj4,1136.716,What did a meal of disgust the diner?,39,,
101,condition1,6.478,,4,NPI,3.151,,,,0.57,The patient did something on the hospital bed.,11.349,0.41,,NPI5,1167.552,The patient did anything on the hospital bed.,40,,
101,condition1,10.463,,4,ungram,2.401,,,,0.4,What does the lead pianist claim to believe about practice?,9.982,0.24,,ungram5,1188.534,Lead pianist to what claim the does believe that can practice ?,41,,
101,condition1,6.761,,4,head_dir,1.9,,,,0.73,The kitten drank all of the milk.,5.684,0.39,,head2,1211.385,The kitten all of the milk drank.,42,,
101,condition1,6.163,,4,binding,3.634,,,,0.8,The duchess heard that the king liked her.,6.065,0.46,,bind2,1225.735,The duchess heard that the king liked herself.,43,,
101,condition1,14.261,,4,adj_island,5.766,,,,0.47,What was the nature of the assistants insult that cause the doctor to leave the room,31.5,0.44,,adj2,1241.603,What did the sculptor leave the room because the assistant insulted?,44,,
101,condition1,3.528,,5,subcat,4.1,,,,0.91,The bride insisted on this venue for her wedding.,8.7,0.61,,sub4,1293.135,The bride insisted for this venue for her wedding.,45,,
101,condition1,7.795,,5,adj_island,2.099,,,,0.85,What lecture did the student attend on the professor's recommendation?,10.634,0.43,,adj1,1309.468,What did the student attend lecture because a professor recommended?,46,,
101,condition1,31.561,,5,ungram,1.534,,,,0.05,Who believes the detective claimed the poison killed someone.,13.034,0.1,,ungram4,1330.002,Believe the does killed claim that who detective the poison ?,47,,
101,condition1,4.926,,5,CSC,5.233,,,,0.8,The woman listens to the beattles and who else?,9.687,0.45,,CSC5,1376.136,Who does the woman listen to the Beatles and?,48,,
101,condition1,4.292,,5,NPI,1.933,,,,0.34,The teacher wrote something on the whiteboard.,8.701,0.44,,NPI3,1395.987,The teacher wrote anything on the whiteboard.,49,,
101,condition1,10.597,,5,subj_island,6.332,,,,0.87,The recipient was pleased by a gift of what?,15,0.42,,subj3,1410.917,What did a gift of please the recipient?,50,,
101,condition1,5.279,,5,agreement,2.133,,,,0.8,The performer was chased off the stage by the public.,8.351,0.5,,agr5,1442.851,The performer were chased off stage by the public.,51,,
101,condition1,5.494,,5,head_dir,3.685,,,,0.6,The child surely ate the chocolate cake.,8.116,0.48,,head1,1458.62,The child surely the chocolate cake ate.,52,,
101,condition1,8.844,,5,gram,3.865,,,,0.95,The court case's report mentioned the defendant's name.,12.001,0.83,,gram2,1475.919,The report on the court case mentioned the defendant's name.,53,,
101,condition1,5.863,,5,LBC,2.468,,,,0.9,How many books did you fit in your locker.,6.115,0.45,,LBC5,1500.634,How many did you fit in your locker books?,54,,
101,condition1,8.877,,5,binding,1.516,,,,0.83,The gentleman accepted that the waitress disliked him.,18.485,0.55,,bind4,1515.085,The gentleman accepted that the waitress disliked himself.,55,,
102,condition1,9.945,1,practice,practice_good,4.892,,practice_good,,0.98,,19.204,,,,28738.002,,0,0,
102,condition1,18.213,,practice,,10.781,,practice_mid,practice_mid,0.68,,16.756,,0.84,,28772.05,,0,0,
102,condition1,9.703,,practice,,5.145,,practice_bad,practice_bad,0,,25.414,,0,,28817.807,,0,0,
102,condition1,9.012,,1,LBC,7.358,,,,1,How many cookies did you see in the jar?,6.963,0,,LBC1,28867.931,How many did you see cookies in the jar?,1,,
102,condition1,13.304,,1,agreement,5.365,,,,0.76,The burgers were devoured quickly by the people in the diner.,10.494,0.08,,agr3,28891.272,The burger were devoured quickly by the diner.,2,,
